Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,rasio_sem1,rasio_sem2,band_sem1,band_sem2,spp,prodi,status_spp,kelas,gender,beasiswa,debitur,pernikahan,kelompok_usia,sel_progresi,arah_progresi,kelompok_tersembunyi,tahap_funnel,is_dropout,risiko_sem1,risiko_sem2,tingkat_risiko,pendapatan_berisiko
1,43,1,9238,1,1,120.0,1,1,38,4,3,118.3,0,0,0,1,0,1,20,0,8,11,12,11,12.0,0,6,11,14,11,12.75,0,13.9,-0.3,0.79,Graduate,1.0,1.0,>80%,>80%,Lunas,Social Service,Lunas,Pagi,Perempuan,Ya,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0138,0.0026,Rendah,0.0
1,1,1,171,1,1,156.0,1,19,38,9,1,153.6,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,0.0,0.0,0%,0%,Lunas,Animation & Multimedia,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,0,0.1388,0.1029,Rendah,0.0
1,1,4,9070,1,1,167.0,1,1,1,7,3,158.3,1,0,0,1,0,0,18,0,0,6,6,6,15.166666666666666,0,0,6,6,6,14.166666666666666,0,15.5,2.8,-4.06,Graduate,1.0,1.0,>80%,>80%,Lunas,Communication Design,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0215,0.0088,Rendah,0.0
1,43,1,8014,0,6,133.1,1,34,34,0,0,100.0,0,0,1,1,0,0,29,0,1,6,9,4,12.0,0,1,6,13,2,10.5,0,7.6,2.6,0.32,Dropout,0.6667,0.3333,50-80%,1-50%,Lunas,Social Service (malam),Lunas,Malam,Perempuan,Tidak,Ya,Belum Menikah,26-30 th,Sem1 50-80% -> Sem2 1-50%,Memburuk,Ya,2. Gugur di Semester 2,1,0.8642,0.9973,Tinggi,0.0
1,17,1,9500,1,1,147.0,1,1,1,5,5,134.9,0,1,0,1,0,0,18,0,0,7,7,7,13.642857142857142,0,0,8,11,8,14.772727272727272,0,16.2,0.3,-0.92,Graduate,1.0,1.0,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.1137,0.0089,Rendah,0.0
1,1,3,9773,1,1,129.0,1,38,37,5,5,142.0,1,0,0,1,0,0,19,0,0,6,8,6,12.666666666666666,0,0,6,7,6,12.714285714285714,0,9.4,-0.8,-3.12,Graduate,1.0,1.0,>80%,>80%,Lunas,Journalism & Comm,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0569,0.0593,Rendah,0.0
1,17,1,171,1,1,136.0,1,38,38,7,7,127.3,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0.0,0.0,0%,0%,Lunas,Animation & Multimedia,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,1,0.8873,0.8918,Tinggi,0.0
1,17,1,9238,1,1,128.0,1,19,19,5,4,116.5,0,0,0,1,0,1,18,0,0,6,8,5,10.8,0,0,6,9,6,10.5,0,12.4,0.5,1.79,Graduate,0.8333,1.0,>80%,>80%,Lunas,Social Service,Lunas,Pagi,Perempuan,Ya,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Membaik,Tidak,3. Lolos Dua Semester,0,0.04,0.0047,Rendah,0.0
1,43,1,9500,1,1,140.0,1,19,19,7,7,138.6,0,0,0,1,0,1,19,0,0,7,9,6,14.25,0,0,8,11,8,13.063636363636364,0,16.2,0.3,-0.92,Graduate,0.8571,1.0,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Perempuan,Ya,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Membaik,Tidak,3. Lolos Dua Semester,0,0.0083,0.0067,Rendah,0.0
1,42,1,9853,1,1,141.0,1,37,19,9,3,133.0,0,0,0,1,0,0,20,0,6,14,22,12,12.153846153846152,0,5,12,18,10,12.9,0,10.8,1.4,1.74,Dropout,0.8571,0.8333,>80%,>80%,Lunas,Basic Education,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,1,0.8408,0.9054,Tinggi,0.0
1,17,2,9238,1,1,133.0,1,2,1,3,4,136.2,1,0,0,1,0,0,19,0,0,6,14,1,11.5,0,0,6,12,2,10.5,0,7.6,2.6,0.32,Enrolled,0.1667,0.3333,1-50%,1-50%,Lunas,Social Service,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 1-50% -> Sem2 1-50%,Membaik,Tidak,1. Gugur di Semester 1,0,0.9574,0.9975,Tinggi,29925000.0
1,17,1,9254,1,1,125.0,1,19,19,7,5,118.0,1,0,0,1,0,1,19,0,0,6,10,4,12.25,0,0,6,9,3,12.333333333333334,0,9.4,-0.8,-3.12,Graduate,0.6667,0.5,50-80%,1-50%,Lunas,Tourism,Lunas,Pagi,Perempuan,Ya,Tidak,Belum Menikah,<=20 th,Sem1 50-80% -> Sem2 1-50%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.2852,0.1771,Sedang,0.0
1,1,1,9070,1,1,124.0,1,19,37,4,4,126.8,0,0,0,1,0,1,18,0,1,6,8,6,12.0,1,0,6,12,5,11.142857142857142,0,13.9,-0.3,0.79,Enrolled,1.0,0.8333,>80%,>80%,Lunas,Communication Design,Lunas,Pagi,Perempuan,Ya,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.1956,0.1803,Sedang,5409000.0
1,1,6,9500,1,1,140.0,1,19,38,5,7,128.5,1,0,0,1,0,1,18,0,0,8,8,8,13.40375,0,0,8,8,8,13.40375,0,9.4,-0.8,-3.12,Graduate,1.0,1.0,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Perempuan,Ya,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0137,0.01,Rendah,0.0
1,17,1,9254,1,1,140.0,1,3,1,2,3,129.9,0,0,0,1,0,1,19,0,0,6,15,6,11.333333333333334,0,0,6,9,3,12.666666666666666,0,9.4,-0.8,-3.12,Graduate,1.0,0.5,>80%,1-50%,Lunas,Tourism,Lunas,Pagi,Perempuan,Ya,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 1-50%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.1244,0.0336,Rendah,0.0
1,17,4,9773,1,1,137.0,1,1,1,5,5,125.8,0,0,1,1,1,0,20,0,0,6,7,5,12.2,0,0,6,6,6,12.333333333333334,0,12.7,3.7,-1.7,Dropout,0.8333,1.0,>80%,>80%,Lunas,Journalism & Comm,Lunas,Pagi,Laki-laki,Tidak,Ya,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Membaik,Tidak,3. Lolos Dua Semester,1,0.5853,0.384,Sedang,0.0
1,17,1,171,1,1,144.0,1,37,37,9,6,129.3,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,0.0,0.0,0%,0%,Lunas,Animation & Multimedia,Lunas,Pagi,Laki-laki,Ya,Tidak,Belum Menikah,<=20 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,0,0.3408,0.2155,Sedang,6465000.0
1,1,6,9500,1,1,138.0,1,4,19,2,3,124.7,1,0,0,1,1,0,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92,Dropout,0.0,0.0,0%,0%,Lunas,Nursing,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,1,0.9921,0.9979,Tinggi,0.0
1,39,1,9003,1,1,130.0,1,3,1,2,4,154.9,0,0,1,0,1,0,35,0,0,6,8,5,16.166666666666668,0,0,6,10,4,16.0,0,8.9,1.4,3.51,Dropout,0.8333,0.6667,>80%,50-80%,Menunggak,Agronomy,Menunggak,Pagi,Laki-laki,Tidak,Ya,Belum Menikah,31-40 th,Sem1 >80% -> Sem2 50-80%,Memburuk,Tidak,3. Lolos Dua Semester,1,0.9792,0.9926,Tinggi,0.0
1,17,1,9119,1,1,142.0,1,19,38,9,7,127.3,0,0,0,1,1,0,18,0,0,5,10,3,11.0,0,0,5,6,3,11.0,1,16.2,0.3,-0.92,Enrolled,0.6,0.6,50-80%,50-80%,Lunas,Informatics Engineering,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 50-80% -> Sem2 50-80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.9268,0.9799,Tinggi,29397000.0
1,1,1,171,1,1,136.0,1,37,19,5,8,129.0,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,0.0,0.0,0%,0%,Lunas,Animation & Multimedia,Lunas,Pagi,Laki-laki,Ya,Tidak,Belum Menikah,<=20 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,0,0.2564,0.4221,Sedang,0.0
1,1,2,9773,1,1,133.1,1,38,19,4,7,98.0,1,0,0,1,1,1,19,0,0,6,8,4,12.0,0,0,6,8,6,12.285714285714286,0,15.5,2.8,-4.06,Enrolled,0.6667,1.0,50-80%,>80%,Lunas,Journalism & Comm,Lunas,Pagi,Laki-laki,Ya,Tidak,Belum Menikah,<=20 th,Sem1 50-80% -> Sem2 >80%,Membaik,Tidak,3. Lolos Dua Semester,0,0.6517,0.1059,Rendah,3177000.0
1,17,2,9147,1,1,130.0,1,1,38,5,7,122.0,1,0,0,1,1,0,20,0,0,5,8,2,10.5,0,0,5,11,4,12.25,0,10.8,1.4,1.74,Enrolled,0.4,0.8,1-50%,50-80%,Lunas,Management,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 1-50% -> Sem2 50-80%,Membaik,Tidak,1. Gugur di Semester 1,0,0.9954,0.5324,Sedang,15972000.0
1,43,1,9070,1,1,117.0,1,1,1,4,7,112.5,1,0,0,1,1,0,19,0,3,6,7,3,11.666666666666666,0,1,6,13,4,10.333333333333334,0,13.9,-0.3,0.79,Enrolled,0.5,0.6667,1-50%,50-80%,Lunas,Communication Design,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 1-50% -> Sem2 50-80%,Membaik,Tidak,3. Lolos Dua Semester,0,0.9925,0.9805,Tinggi,29415000.0
1,1,3,9147,1,1,136.0,1,38,38,9,9,127.3,1,0,0,1,1,0,19,0,0,5,8,3,11.0,0,0,5,7,2,10.0,0,12.7,3.7,-1.7,Dropout,0.6,0.4,50-80%,1-50%,Lunas,Management,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 50-80% -> Sem2 1-50%,Memburuk,Ya,2. Gugur di Semester 2,1,0.8988,0.9964,Tinggi,0.0
1,39,2,9556,1,1,133.1,1,1,1,9,10,100.5,0,0,0,1,1,0,24,0,0,7,18,0,0.0,0,0,7,13,0,0.0,1,11.1,0.6,2.02,Dropout,0.0,0.0,0%,0%,Lunas,Oral Hygiene,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,1,0.9959,0.9976,Tinggi,0.0
1,39,1,8014,0,1,140.0,1,37,37,9,7,122.0,1,0,1,0,1,0,29,0,0,6,11,4,12.5,0,0,6,7,0,0.0,0,12.4,0.5,1.79,Dropout,0.6667,0.0,50-80%,0%,Menunggak,Social Service (malam),Menunggak,Malam,Laki-laki,Tidak,Ya,Belum Menikah,26-30 th,Sem1 50-80% -> Sem2 0%,Memburuk,Ya,2. Gugur di Semester 2,1,0.9943,0.9977,Tinggi,0.0
1,39,1,9500,1,1,150.0,1,38,3,9,1,140.0,0,0,0,1,1,0,24,0,0,7,11,7,11.294444444444444,0,0,8,22,2,12.6,0,15.5,2.8,-4.06,Graduate,1.0,0.25,>80%,1-50%,Lunas,Nursing,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 >80% -> Sem2 1-50%,Memburuk,Ya,2. Gugur di Semester 2,0,0.063,0.9019,Tinggi,0.0
1,17,2,9254,1,1,121.0,1,19,38,6,6,116.1,1,0,0,1,1,0,19,0,0,6,8,5,11.2,0,0,6,11,4,12.5,0,15.5,2.8,-4.06,Graduate,0.8333,0.6667,>80%,50-80%,Lunas,Tourism,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 50-80%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.282,0.0354,Rendah,0.0
2,7,1,171,1,3,120.0,1,19,19,9,9,130.0,1,0,0,1,1,0,37,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,0.0,0%,0%,Lunas,Animation & Multimedia,Lunas,Pagi,Laki-laki,Tidak,Tidak,Menikah,31-40 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,1,0.9051,0.9454,Tinggi,0.0
1,5,2,9070,1,1,143.0,1,1,1,4,10,146.2,1,0,0,1,1,0,18,0,0,6,7,5,13.2,0,0,6,6,5,11.8,0,16.2,0.3,-0.92,Graduate,0.8333,0.8333,>80%,>80%,Lunas,Communication Design,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.1197,0.011,Rendah,0.0
1,44,1,9119,1,39,180.0,1,1,1,9,8,180.0,0,0,0,1,1,1,20,0,3,7,12,6,14.142857142857142,0,1,6,10,6,14.125,0,12.4,0.5,1.79,Enrolled,0.8571,1.0,>80%,>80%,Lunas,Informatics Engineering,Lunas,Pagi,Laki-laki,Ya,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Membaik,Tidak,3. Lolos Dua Semester,0,0.2304,0.1528,Sedang,4584000.0
1,1,5,9147,1,1,132.0,1,39,39,3,3,127.8,1,0,0,0,1,0,18,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,11.1,0.6,2.02,Dropout,0.0,0.0,0%,0%,Menunggak,Management,Menunggak,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,1,0.999,0.9986,Tinggi,0.0
1,43,1,9147,1,1,130.0,1,37,19,9,8,130.8,0,0,0,1,1,0,22,0,0,5,5,0,0.0,0,0,5,9,3,13.333333333333334,2,16.2,0.3,-0.92,Enrolled,0.0,0.6,0%,50-80%,Lunas,Management,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 0% -> Sem2 50-80%,Membaik,Tidak,1. Gugur di Semester 1,0,0.9965,0.9537,Tinggi,28611000.0
1,17,2,9147,1,1,133.1,1,38,38,4,7,109.0,1,0,0,1,1,1,22,0,0,5,7,3,12.333333333333334,0,0,5,9,3,10.571428571428571,0,10.8,1.4,1.74,Enrolled,0.6,0.6,50-80%,50-80%,Lunas,Management,Lunas,Pagi,Laki-laki,Ya,Tidak,Belum Menikah,21-25 th,Sem1 50-80% -> Sem2 50-80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.6779,0.7116,Tinggi,21348000.0
1,1,5,9773,1,1,131.0,1,1,38,9,5,132.4,1,0,1,0,1,0,18,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,0.0,0.0,0%,0%,Menunggak,Journalism & Comm,Menunggak,Pagi,Laki-laki,Tidak,Ya,Belum Menikah,<=20 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,1,0.9981,0.9974,Tinggi,0.0
1,1,3,9500,1,1,149.0,1,1,1,4,4,129.3,1,0,0,1,1,0,18,0,0,8,8,7,13.1,0,0,8,8,7,13.1,0,12.7,3.7,-1.7,Graduate,0.875,0.875,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0568,0.0052,Rendah,0.0
1,1,1,9070,1,1,124.0,1,37,37,9,9,125.4,1,0,0,1,1,0,19,0,0,6,6,6,13.5,0,0,6,6,6,13.166666666666666,0,9.4,-0.8,-3.12,Graduate,1.0,1.0,>80%,>80%,Lunas,Communication Design,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0228,0.0062,Rendah,0.0
1,1,1,9119,1,1,126.0,1,38,19,5,5,130.2,0,0,0,1,1,0,19,0,0,5,7,5,10.2,0,0,5,8,3,12.0,0,10.8,1.4,1.74,Enrolled,1.0,0.6,>80%,50-80%,Lunas,Informatics Engineering,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 50-80%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.6162,0.9198,Tinggi,27594000.0
1,1,1,9238,1,1,140.0,1,19,38,9,9,132.0,0,0,0,1,1,0,19,0,0,6,10,5,11.571428571428571,0,0,6,10,3,13.0,0,16.2,0.3,-0.92,Dropout,0.8333,0.5,>80%,1-50%,Lunas,Social Service,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 1-50%,Memburuk,Tidak,3. Lolos Dua Semester,1,0.4379,0.8995,Tinggi,0.0
1,44,1,9003,1,39,170.0,1,19,19,9,7,170.0,1,0,1,1,1,0,21,0,0,6,7,6,15.285714285714286,0,0,6,6,6,15.166666666666666,0,12.4,0.5,1.79,Graduate,1.0,1.0,>80%,>80%,Lunas,Agronomy,Lunas,Pagi,Laki-laki,Tidak,Ya,Belum Menikah,21-25 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0322,0.0146,Rendah,0.0
1,1,2,9773,1,1,133.0,1,3,1,2,4,130.2,0,0,0,1,1,0,19,0,0,6,9,5,12.6,0,6,10,16,8,11.0,1,8.9,1.4,3.51,Enrolled,0.8333,0.8,>80%,50-80%,Lunas,Journalism & Comm,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 50-80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.3603,0.5521,Sedang,16563000.0
1,18,2,9556,1,1,126.0,1,3,3,2,2,115.5,0,0,0,1,1,0,18,0,0,7,11,6,13.433333333333332,0,0,7,10,4,13.6,0,8.9,1.4,3.51,Graduate,0.8571,0.5714,>80%,50-80%,Lunas,Oral Hygiene,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 50-80%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.4245,0.8663,Tinggi,0.0
1,16,2,9147,1,1,129.0,1,19,19,4,9,127.6,1,0,0,1,1,0,19,0,0,5,8,5,11.6,0,0,5,9,3,11.0,0,10.8,1.4,1.74,Dropout,1.0,0.6,>80%,50-80%,Lunas,Management,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 50-80%,Memburuk,Tidak,3. Lolos Dua Semester,1,0.0822,0.8374,Tinggi,0.0
1,7,1,9773,1,43,140.0,1,19,1,4,8,140.0,0,0,0,1,1,0,25,0,0,6,6,6,14.666666666666666,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate,1.0,1.0,>80%,>80%,Lunas,Journalism & Comm,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0455,0.022,Rendah,0.0
1,1,1,9070,1,1,130.0,1,37,1,9,8,120.2,1,0,0,1,1,0,22,0,0,6,9,6,14.666666666666666,0,0,6,12,6,14.666666666666666,0,12.7,3.7,-1.7,Graduate,1.0,1.0,>80%,>80%,Lunas,Communication Design,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0127,0.0098,Rendah,0.0
1,39,1,9500,1,1,130.0,1,1,1,4,9,150.0,0,0,0,1,1,0,24,0,0,8,8,7,12.742857142857144,0,0,8,8,7,12.742857142857144,0,12.7,3.7,-1.7,Graduate,0.875,0.875,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0725,0.0085,Rendah,0.0
1,1,2,9500,1,1,99.0,1,1,3,5,10,100.0,1,0,0,1,1,0,19,0,0,7,9,7,11.975,0,0,8,9,7,13.12857142857143,0,13.9,-0.3,0.79,Graduate,1.0,0.875,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.0152,0.0095,Rendah,0.0
1,43,1,9119,1,1,146.0,1,3,1,2,3,100.0,0,0,0,1,1,0,18,0,0,5,9,4,12.25,0,0,5,11,3,11.666666666666666,0,13.9,-0.3,0.79,Enrolled,0.8,0.6,50-80%,50-80%,Lunas,Informatics Engineering,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 50-80% -> Sem2 50-80%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.6684,0.9708,Tinggi,29124000.0
1,17,1,171,1,1,129.0,1,38,37,4,6,128.0,0,0,0,0,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.0,0.0,0%,0%,Menunggak,Animation & Multimedia,Menunggak,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,1,0.9827,0.9918,Tinggi,0.0
1,1,2,9500,1,1,132.0,1,19,19,9,7,128.0,1,0,0,1,1,1,19,0,0,8,8,7,14.935714285714283,0,0,8,8,7,14.935714285714283,0,10.8,1.4,1.74,Graduate,0.875,0.875,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Laki-laki,Ya,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0105,0.0025,Rendah,0.0
1,43,3,9254,1,1,110.0,1,37,37,9,9,107.2,1,0,0,1,1,0,19,0,1,6,16,2,10.5,0,0,6,15,4,10.0,0,7.6,2.6,0.32,Dropout,0.3333,0.6667,1-50%,50-80%,Lunas,Tourism,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 1-50% -> Sem2 50-80%,Membaik,Tidak,1. Gugur di Semester 1,1,0.988,0.9645,Tinggi,0.0
1,1,1,9670,1,1,116.0,1,3,3,3,3,110.1,1,0,0,1,1,0,19,0,0,6,9,5,13.333333333333334,0,0,6,6,5,13.0,0,12.4,0.5,1.79,Graduate,0.8333,0.8333,>80%,>80%,Lunas,Advertising & Marketing,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0897,0.0098,Rendah,0.0
1,43,1,9003,1,1,119.0,1,37,37,9,6,119.0,0,0,1,1,1,0,23,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout,0.0,0.0,0%,0%,Lunas,Agronomy,Lunas,Pagi,Laki-laki,Tidak,Ya,Belum Menikah,21-25 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,1,0.9968,0.9987,Tinggi,0.0
2,39,1,9773,1,1,120.0,1,37,38,9,3,155.5,0,0,0,1,1,0,47,0,0,6,12,5,13.8,0,0,6,13,4,14.0,0,12.7,3.7,-1.7,Dropout,0.8333,0.6667,>80%,50-80%,Lunas,Journalism & Comm,Lunas,Pagi,Laki-laki,Tidak,Tidak,Menikah,>40 th,Sem1 >80% -> Sem2 50-80%,Memburuk,Tidak,3. Lolos Dua Semester,1,0.7618,0.8925,Tinggi,0.0
1,1,1,9070,1,1,117.0,1,1,1,3,9,118.4,0,0,0,1,1,0,19,0,0,6,6,6,11.833333333333334,0,0,6,8,4,10.75,2,16.2,0.3,-0.92,Graduate,1.0,0.6667,>80%,50-80%,Lunas,Communication Design,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 50-80%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.05,0.1433,Rendah,0.0
1,1,4,171,1,1,137.0,1,1,38,4,8,141.2,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate,0.0,0.0,0%,0%,Lunas,Animation & Multimedia,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,0,0.1033,0.0813,Rendah,0.0
1,1,1,171,1,1,124.0,1,3,3,2,2,119.1,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout,0.0,0.0,0%,0%,Lunas,Animation & Multimedia,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,1,0.7382,0.8929,Tinggi,0.0
